City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
410,Slave Lake,55.2834,-114.769,40.98,93,100,10.36,overcast clouds,CA,2022-05-02 01:03:33
411,Nouadhibou,20.931,-17.0347,67.14,78,0,19.75,clear sky,MR,2022-05-02 01:00:57
412,Minuri,16.535,121.8574,84.61,57,82,0.85,broken clouds,PH,2022-05-02 01:03:33
413,Hofn,64.2539,-15.2082,34.45,60,100,13.18,overcast clouds,IS,2022-05-02 01:03:34
414,Rafai,4.95,23.9167,67.41,98,100,2.24,overcast clouds,CF,2022-05-02 01:03:34
415,Wangqing,43.3218,129.7634,46.11,54,97,7.74,overcast clouds,CN,2022-05-02 01:03:35
416,Aguililla,18.7333,-102.7333,80.42,20,49,7.49,scattered clouds,MX,2022-05-02 01:03:35
417,Chokurdakh,70.6333,147.9167,30.07,89,41,10.45,scattered clouds,RU,2022-05-02 01:03:36
418,Yeniseysk,58.4497,92.1703,35.13,83,100,15.5,overcast clouds,RU,2022-05-02 01:03:37
419,Evensk,61.95,159.2333,31.14,77,18,2.28,few clouds,RU,2022-05-02 01:03:37
420,Nanortalik,60.1432,-45.2371,37.09,84,100,4.59,overcast clouds,GL,2022-05-02 01:03:38
421,Bereda,43.2686,-7.5406,52.41,98,100,2.21,overcast clouds,ES,2022-05-02 01:03:38
422,Severo-Kurilsk,50.6789,156.125,36.23,85,83,8.43,broken clouds,RU,2022-05-02 01:03:39
423,General Pico,-35.6566,-63.7568,48.29,63,0,8.05,clear sky,AR,2022-05-02 01:03:39
424,Sivas,39.7916,37.0019,44.78,82,100,5.82,overcast clouds,TR,2022-05-02 01:03:40
425,Guerrero Negro,27.9769,-114.0611,63.75,72,6,17.9,clear sky,MX,2022-05-02 00:59:50
426,Atambua,-9.1061,124.8925,83.1,56,85,5.19,overcast clouds,ID,2022-05-02 01:03:41
427,Los Llanos De Aridane,28.6585,-17.9182,62.35,78,0,13.8,clear sky,ES,2022-05-02 01:02:36
428,Mporokoso,-9.3727,30.125,58.71,86,59,8.61,broken clouds,ZM,2022-05-02 01:03:41
429,Smithers,54.7804,-127.1743,50.41,62,100,4.38,overcast clouds,CA,2022-05-02 01:00:20
430,Prokudskoye,55.0089,82.4574,46.27,87,75,6.71,broken clouds,RU,2022-05-02 01:03:42
431,Tanem,63.3078,10.4319,44.49,75,100,9.31,overcast clouds,NO,2022-05-02 01:03:42
432,Kungurtug,50.5994,97.5228,54.07,32,35,2.35,scattered clouds,RU,2022-05-02 01:02:14
433,Kismayo,-0.3582,42.5454,80.49,82,100,11.65,light rain,SO,2022-05-02 01:03:43
434,Tagusao,9.1924,117.8141,83.82,70,98,3.56,overcast clouds,PH,2022-05-02 01:03:44
435,Puerto Cabezas,14.0351,-83.3888,79.23,86,100,9.95,overcast clouds,NI,2022-05-02 01:00:40
436,Amahai,-3.3333,128.9167,84.49,70,31,1.81,scattered clouds,ID,2022-05-02 01:03:44
437,Balashov,51.5502,43.1667,37.42,60,3,4.45,clear sky,RU,2022-05-02 01:03:45
438,Hambantota,6.1241,81.1185,77.34,100,20,3.44,few clouds,LK,2022-05-02 01:03:46
439,Boyuibe,-20.4167,-63.2833,60.26,95,100,6.06,overcast clouds,BO,2022-05-02 01:03:46
440,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,73.26,98,100,1.68,overcast clouds,BR,2022-05-02 01:03:47
441,Pitimbu,-7.4706,-34.8086,78.44,84,13,8.03,few clouds,BR,2022-05-02 01:03:47
442,Ko Samui,9.5357,99.9357,84.15,74,92,12.12,overcast clouds,TH,2022-05-02 01:03:48
443,Guerande,47.3291,-2.4283,54.82,79,100,6.55,overcast clouds,FR,2022-05-02 01:03:48
444,Villamontes,-21.25,-63.5,61.05,99,100,1.95,overcast clouds,BO,2022-05-02 01:03:49
445,Nisporeni,47.0814,28.1783,51.6,77,30,1.95,scattered clouds,MD,2022-05-02 01:03:50
446,Port-Cartier,50.0334,-66.8654,35.96,89,7,6.17,clear sky,CA,2022-05-02 01:03:50
447,San Carlos Del Zulia,9.0,-71.9135,80.29,83,97,5.1,overcast clouds,VE,2022-05-02 01:03:51
448,Lebanon,36.2081,-86.2911,75.42,82,11,5.55,few clouds,US,2022-05-02 01:03:52
449,Gossas,14.4912,-16.0642,73.6,44,8,8.43,clear sky,SN,2022-05-02 01:03:52
450,Port Hardy,50.6996,-127.4199,53.78,66,100,6.91,light rain,CA,2022-05-02 01:03:53
451,Bambanglipuro,-7.95,110.2833,82.02,80,100,3.29,overcast clouds,ID,2022-05-02 01:03:53
452,Shaunavon,49.6501,-108.4181,53.46,35,89,10.63,overcast clouds,CA,2022-05-02 01:03:54
453,San Rafael,-34.6177,-68.3301,51.98,37,4,4.63,clear sky,AR,2022-05-02 01:00:44
454,Lazaro Cardenas,17.9583,-102.2,79.74,59,21,7.61,few clouds,MX,2022-05-02 01:04:54
455,Olafsvik,64.8945,-23.7142,33.1,65,8,19.01,clear sky,IS,2022-05-02 01:04:04
456,Vila Velha,-20.3297,-40.2925,76.95,80,1,7.0,clear sky,BR,2022-05-02 01:01:09
457,North Platte,41.1239,-100.7654,61.12,37,0,8.99,clear sky,US,2022-05-02 01:04:55
458,Coos Bay,43.3665,-124.2179,61.32,89,100,5.14,overcast clouds,US,2022-05-02 01:02:52
459,Porto Tolle,44.9497,12.3245,53.04,74,100,6.42,overcast clouds,IT,2022-05-02 01:04:56
460,Arlit,18.7369,7.3853,83.25,12,31,9.82,scattered clouds,NE,2022-05-02 01:04:56
461,Manzhouli,49.6,117.4333,57.6,46,100,11.52,overcast clouds,CN,2022-05-02 01:04:56
462,Japura,-0.3167,102.35,77.86,91,100,2.1,light rain,ID,2022-05-02 01:01:21
463,Bandarbeyla,9.4942,50.8122,82.58,81,100,7.96,overcast clouds,SO,2022-05-02 01:04:57
464,Rehoboth,-23.3167,17.0833,56.43,43,0,4.25,clear sky,NA,2022-05-02 01:04:58
465,Falam,22.9167,93.6833,71.01,49,100,0.78,overcast clouds,MM,2022-05-02 01:04:58
466,Mount Isa,-20.7333,139.5,80.37,50,0,11.5,clear sky,AU,2022-05-02 01:00:53
467,Brae,60.3964,-1.353,47.1,90,98,11.27,overcast clouds,GB,2022-05-02 01:03:30
468,Orsha,54.5153,30.4053,43.21,64,100,1.95,overcast clouds,BY,2022-05-02 01:04:59
469,Churapcha,62.0025,132.4325,42.12,66,7,17.31,clear sky,RU,2022-05-02 01:05:01
470,Rosarito,32.3333,-117.0333,66.24,69,48,7.54,scattered clouds,MX,2022-05-02 01:05:01
471,Uarini,-2.99,-65.1083,73.72,98,100,0.85,moderate rain,BR,2022-05-02 01:05:02
472,Moerai,-22.4333,-151.3333,77.16,74,100,6.71,light rain,PF,2022-05-02 01:05:02
473,Burnie,-41.0667,145.9167,62.94,77,100,12.28,overcast clouds,AU,2022-05-02 01:05:03
474,Eyl,7.9803,49.8164,83.34,74,100,7.09,light rain,SO,2022-05-02 01:00:46
475,Usinsk,65.9939,57.5281,21.97,96,100,7.56,light snow,RU,2022-05-02 01:05:03
476,Duluth,46.7833,-92.1066,43.38,92,100,9.22,overcast clouds,US,2022-05-02 01:00:54
477,General Roca,-39.0333,-67.5833,52.63,52,100,8.9,overcast clouds,AR,2022-05-02 01:05:04
478,Chamonix-Mont-Blanc,45.9238,6.8693,44.89,82,16,2.75,few clouds,FR,2022-05-02 01:05:04
479,Seydi,39.4816,62.9137,71.64,51,100,16.24,light rain,TM,2022-05-02 01:05:05
480,Oistins,13.0667,-59.5333,79.27,75,100,15.17,overcast clouds,BB,2022-05-02 01:05:06
481,Novyy Urgal,51.0736,132.5642,45.36,48,100,3.89,overcast clouds,RU,2022-05-02 01:05:06
482,Kalabo,-14.97,22.6814,59.32,62,0,5.97,clear sky,ZM,2022-05-02 01:05:07
483,Yelabuga,55.7613,52.0649,33.35,71,15,7.85,few clouds,RU,2022-05-02 01:03:55
484,Blackburn,53.75,-2.4833,52.61,93,100,0.11,overcast clouds,GB,2022-05-02 01:01:42
485,Rodrigues Alves,-7.738,-72.6509,77.27,78,77,1.74,broken clouds,BR,2022-05-02 01:05:07
486,Nome,64.5011,-165.4064,42.17,64,2,13.02,clear sky,US,2022-05-02 01:05:08
487,Pasni,25.2631,63.471,82.47,72,0,21.88,clear sky,PK,2022-05-02 01:02:12
488,Husum,54.4858,9.0524,42.15,87,9,0.38,clear sky,DE,2022-05-02 01:05:08
489,Saint Anthony,45.0205,-93.218,44.65,85,100,17.27,overcast clouds,US,2022-05-02 01:03:27
490,Morwa,22.9,73.8333,83.17,54,0,8.55,clear sky,IN,2022-05-02 01:05:09
491,Pedasi,7.5333,-80.0333,77.07,84,100,11.61,overcast clouds,PA,2022-05-02 01:05:10
492,Bilma,18.6853,12.9164,89.78,11,8,8.95,clear sky,NE,2022-05-02 01:05:11
493,Sri Aman,1.2376,111.4621,82.96,76,46,1.25,moderate rain,MY,2022-05-02 01:05:11
494,Cullera,39.1667,-0.25,61.77,81,56,2.28,broken clouds,ES,2022-05-02 01:05:11
495,Kaitong,44.8135,123.15,51.64,41,13,3.29,few clouds,CN,2022-05-02 01:05:12
496,Shache,38.4167,77.2406,59.72,20,4,5.82,clear sky,CN,2022-05-02 01:05:13
497,Encruzilhada Do Sul,-30.5439,-52.5219,52.05,98,100,4.36,overcast clouds,BR,2022-05-02 01:05:13
498,Ulverstone,-41.15,146.1667,63.21,74,96,12.39,overcast clouds,AU,2022-05-02 01:05:14
499,Tazovskiy,67.4667,78.7,10.24,96,78,5.28,broken clouds,RU,2022-05-02 01:05:15
500,Kenora,49.8167,-94.4337,37.78,93,100,8.99,overcast clouds,CA,2022-05-02 01:00:34
501,Trairi,-3.2778,-39.2689,79.77,83,100,10.8,overcast clouds,BR,2022-05-02 01:06:15
502,Jibuti,11.5,42.5,76.24,72,30,7.05,scattered clouds,DJ,2022-05-02 01:06:16
503,Khalkhal,37.6189,48.5258,45.37,95,100,3.31,overcast clouds,IR,2022-05-02 01:06:17
504,Sragen,-7.4264,111.0222,81.23,80,65,0.27,broken clouds,ID,2022-05-02 01:06:17
505,Abu Dhabi,24.4667,54.3667,78.96,57,0,3.44,clear sky,AE,2022-05-02 01:06:18
506,Leshukonskoye,64.8989,45.7622,19.72,95,17,4.45,few clouds,RU,2022-05-02 01:02:57
507,Alexandria,31.2156,29.9553,65.14,74,100,4.5,overcast clouds,EG,2022-05-02 01:05:53
508,Lakselv,70.0513,24.9718,28.22,80,100,4.61,overcast clouds,NO,2022-05-02 01:06:18
509,Kaeo,-35.1,173.7833,69.33,76,100,7.78,overcast clouds,NZ,2022-05-02 01:01:52
510,Monrovia,6.3005,-10.7969,80.47,82,100,8.12,moderate rain,LR,2022-05-02 01:06:19
511,Ilhabela,-23.7781,-45.3581,73.29,85,14,4.5,light rain,BR,2022-05-02 01:06:19
512,Paamiut,61.994,-49.6678,31.1,93,81,6.17,broken clouds,GL,2022-05-02 01:06:20
513,Belmonte,-15.8631,-38.8828,75.88,80,0,4.97,clear sky,BR,2022-05-02 01:06:20
514,Teseney,15.11,36.6575,85.48,31,6,9.15,clear sky,ER,2022-05-02 01:06:21
515,Dunedin,-45.8742,170.5036,65.8,63,3,5.99,clear sky,NZ,2022-05-02 01:01:50
516,Avon Park,27.5959,-81.5062,75.78,81,8,4.74,clear sky,US,2022-05-02 01:06:22
517,Leh,34.1667,77.5833,43.0,38,0,4.41,clear sky,IN,2022-05-02 01:06:22
518,Moron,-34.6534,-58.6198,57.96,60,3,5.37,clear sky,AR,2022-05-02 01:06:23
519,Geraldton,-28.7667,114.6,59.41,77,0,4.61,clear sky,AU,2022-05-02 01:03:14
520,Mbandaka,0.0487,18.2603,70.57,96,100,2.68,light rain,CD,2022-05-02 01:06:23
521,Zavyalovo,54.5053,82.4484,49.5,84,95,5.84,overcast clouds,RU,2022-05-02 01:06:24
522,Mujiayingzi,42.1167,118.7833,55.24,38,77,6.35,broken clouds,CN,2022-05-02 01:06:25
523,El Reno,35.5323,-97.955,74.41,41,0,12.66,clear sky,US,2022-05-02 01:06:25
524,Vestmannaeyjar,63.4427,-20.2734,45.07,65,96,7.38,overcast clouds,IS,2022-05-02 01:04:28
525,Tutoia,-2.7619,-42.2744,77.81,90,100,6.08,moderate rain,BR,2022-05-02 01:06:26
526,Praia Da Vitoria,38.7333,-27.0667,61.75,89,10,2.26,clear sky,PT,2022-05-02 01:06:26
527,Annau,37.8876,58.516,60.3,94,100,2.3,overcast clouds,TM,2022-05-02 01:06:27
528,Mahibadhoo,3.7833,72.9667,84.83,75,97,17.9,overcast clouds,MV,2022-05-02 01:06:28
529,Muros,42.7762,-9.0603,51.22,86,100,4.65,overcast clouds,ES,2022-05-02 01:06:28
530,Davidson,36.1501,-86.7833,75.65,44,20,4.61,few clouds,US,2022-05-02 01:04:26
531,Nyurba,63.2842,118.3319,26.29,52,15,13.62,few clouds,RU,2022-05-02 01:06:29
532,Natchitoches,31.7668,-93.1335,73.38,78,100,11.5,overcast clouds,US,2022-05-02 01:06:30
533,Sept-Iles,50.2001,-66.3821,35.85,86,3,8.12,clear sky,CA,2022-05-02 01:05:17
534,Yulara,-25.2406,130.9889,66.61,41,99,11.03,overcast clouds,AU,2022-05-02 01:06:30
535,Healdsburg,38.6105,-122.8692,83.01,33,0,6.91,clear sky,US,2022-05-02 01:06:30
536,Pilar,-9.5972,-35.9567,75.13,89,92,2.57,light rain,BR,2022-05-02 01:01:34
537,Palmer,42.1584,-72.3287,60.17,61,100,4.29,overcast clouds,US,2022-05-02 01:06:31
538,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.07,87,24,6.22,few clouds,BR,2022-05-02 01:06:32
539,Kirkwall,58.9848,-2.9587,48.25,93,100,8.05,overcast clouds,GB,2022-05-02 01:05:47
540,Mecca,21.4267,39.8261,80.98,68,5,2.26,clear sky,SA,2022-05-02 01:03:59
541,Vaitape,-16.5167,-151.75,81.39,72,55,8.28,light rain,PF,2022-05-02 01:06:32
542,Balad,34.0164,44.1453,70.95,57,0,12.95,clear sky,IQ,2022-05-02 01:06:33
543,Taos,36.4072,-105.5731,70.2,9,0,14.97,clear sky,US,2022-05-02 01:06:33
544,Ruidoso,33.3317,-105.673,73.96,7,0,20.71,clear sky,US,2022-05-02 01:06:34
545,Havelock,34.8791,-76.9013,69.98,86,100,5.99,overcast clouds,US,2022-05-02 01:03:53
546,Belen,36.4891,36.2233,59.14,72,75,13.8,broken clouds,TR,2022-05-02 01:06:34
547,Berck,50.4,1.6,51.51,76,0,2.3,light rain,FR,2022-05-02 01:06:35
548,Viedma,-40.8135,-62.9967,48.76,77,100,6.8,overcast clouds,AR,2022-05-02 01:06:36
549,Riachao,-7.3619,-46.6172,74.98,67,0,2.28,clear sky,BR,2022-05-02 01:07:36
550,Rincon,32.296,-81.2354,73.83,68,100,8.05,overcast clouds,US,2022-05-02 01:07:36
551,Pudem,58.3044,52.1675,33.75,94,97,7.61,overcast clouds,RU,2022-05-02 01:07:37
552,Nuuk,64.1835,-51.7216,29.01,86,75,9.22,broken clouds,GL,2022-05-02 01:03:07
553,Uryupinsk,50.8047,42.0138,33.62,62,5,2.64,clear sky,RU,2022-05-02 01:07:38
554,Karlskoga,59.3267,14.5239,40.71,65,100,5.35,overcast clouds,SE,2022-05-02 01:07:38
555,Colborne,44.0001,-77.8828,55.58,98,100,12.03,overcast clouds,CA,2022-05-02 01:07:39
556,Skjervoy,70.0311,20.9714,33.8,83,100,8.12,light snow,NO,2022-05-02 01:07:40
557,Kandrian,-6.2167,149.55,85.26,68,2,5.37,light rain,PG,2022-05-02 01:07:40
558,Korla,41.7597,86.1469,61.18,25,6,3.87,clear sky,CN,2022-05-02 01:07:41
559,Qasigiannguit,68.8193,-51.1922,17.85,85,11,4.16,few clouds,GL,2022-05-02 01:07:42
560,Soledade,-28.8183,-52.5103,57.43,99,100,3.98,overcast clouds,BR,2022-05-02 01:03:10
561,Palmas Bellas,9.2319,-80.0867,81.01,88,100,6.46,overcast clouds,PA,2022-05-02 01:07:42
562,Mandapam,9.2833,79.1167,86.81,64,100,8.12,overcast clouds,IN,2022-05-02 01:07:43
563,Acarau,-2.8856,-40.12,78.22,88,24,11.52,few clouds,BR,2022-05-02 01:07:43
564,Avera,33.194,-82.5271,74.71,71,0,7.85,clear sky,US,2022-05-02 01:07:44
565,Pedernales,18.0384,-71.744,76.08,86,100,11.3,overcast clouds,DO,2022-05-02 01:07:44
566,Broome,42.2506,-75.833,55.78,66,100,6.91,overcast clouds,US,2022-05-02 01:07:45
567,Goderich,43.7501,-81.7165,54.91,99,100,10.09,overcast clouds,CA,2022-05-02 01:07:46
568,Koutiala,12.3917,-5.4642,87.85,42,100,6.69,overcast clouds,ML,2022-05-02 01:07:46
569,Sukhothai,17.25,99.6667,76.89,94,75,2.3,light intensity drizzle,TH,2022-05-02 01:07:47
570,Dawlatabad,36.4141,64.9053,68.9,44,100,14.52,overcast clouds,AF,2022-05-02 01:07:48
571,Coquimbo,-29.9533,-71.3436,55.13,87,0,2.3,clear sky,CL,2022-05-02 01:07:48
572,Huangchuan,32.1272,115.0394,67.23,47,83,10.2,broken clouds,CN,2022-05-02 01:07:49
573,Cerqueira Cesar,-23.0356,-49.1661,65.95,84,90,4.36,overcast clouds,BR,2022-05-02 01:07:49
574,Tooele,40.5308,-112.2983,50.65,87,100,3.44,overcast clouds,US,2022-05-02 01:07:50
575,Hun,29.1268,15.9477,61.14,59,0,20.54,clear sky,LY,2022-05-02 01:07:51
576,Berlevag,70.8578,29.0864,19.2,72,98,11.34,overcast clouds,NO,2022-05-02 01:07:51
577,Honiara,-9.4333,159.95,83.32,78,100,4.65,overcast clouds,SB,2022-05-02 01:07:52
578,Huanren,41.2647,125.3667,49.98,40,7,7.16,clear sky,CN,2022-05-02 01:05:23
579,Seoul,37.5683,126.9778,58.44,23,0,9.28,clear sky,KR,2022-05-02 01:05:33
580,Half Moon Bay,37.4636,-122.4286,74.88,68,0,24.16,haze,US,2022-05-02 01:07:53
581,Perivolion,39.4206,20.0147,60.66,76,100,3.42,overcast clouds,GR,2022-05-02 01:07:53
582,Alofi,-19.0595,-169.9187,80.65,80,100,13.8,light rain,NU,2022-05-02 01:07:54
583,Fort Saint James,54.4333,-124.25,47.91,80,100,4.14,overcast clouds,CA,2022-05-02 01:03:31
584,Jalu,29.0331,21.5482,75.76,43,100,14.81,overcast clouds,LY,2022-05-02 01:07:54
585,Port Blair,11.6667,92.75,80.64,89,75,2.3,mist,IN,2022-05-02 01:07:55
586,Konosha,60.9736,40.257,26.92,95,100,3.62,overcast clouds,RU,2022-05-02 01:07:56
587,Asau,46.4333,26.4,43.95,96,75,2.95,broken clouds,RO,2022-05-02 01:07:56
588,Tuyen Quang,21.8233,105.2181,70.41,67,76,3.4,broken clouds,VN,2022-05-02 01:07:56
589,Rawson,-43.3002,-65.1023,51.51,60,100,10.42,overcast clouds,AR,2022-05-02 01:07:57
590,Aksarka,66.5606,67.7975,10.29,93,15,4.85,few clouds,RU,2022-05-02 01:07:58
591,Santa Adelia,-21.2428,-48.8042,67.5,66,7,5.1,clear sky,BR,2022-05-02 01:07:58
592,Puerto Carreno,6.189,-67.4859,79.68,80,91,1.59,overcast clouds,CO,2022-05-02 01:07:59
593,Niitsu,37.8,139.1167,53.91,67,76,4.74,broken clouds,JP,2022-05-02 01:08:00
594,Plettenberg Bay,-34.0527,23.3716,57.67,80,0,4.29,clear sky,ZA,2022-05-02 01:08:00
595,Labuhan,-6.8844,112.2051,82.38,82,96,8.16,overcast clouds,ID,2022-05-02 01:08:01
596,Mount Gambier,-37.8333,140.7667,62.51,82,100,13.8,overcast clouds,AU,2022-05-02 01:08:01
597,Peniche,39.3558,-9.3811,58.28,83,6,13.56,clear sky,PT,2022-05-02 01:09:02
598,San Luis,-33.295,-66.3356,53.91,38,1,17.43,clear sky,AR,2022-05-02 01:06:49
599,Tilichiki,60.4667,166.1,26.19,84,9,4.21,clear sky,RU,2022-05-02 01:09:03
600,Ishigaki,24.3448,124.1572,68.77,83,100,24.99,overcast clouds,JP,2022-05-02 01:09:03
601,Juybar,36.6412,52.9124,60.4,87,100,6.87,overcast clouds,IR,2022-05-02 01:09:04
602,Dhola,21.8833,71.7833,84.83,60,0,8.16,clear sky,IN,2022-05-02 01:09:04
603,Zomin,39.9606,68.3958,66.74,53,100,0.96,light rain,UZ,2022-05-02 01:09:05
604,Yerbogachen,61.2767,108.0108,29.43,54,5,2.71,clear sky,RU,2022-05-02 01:09:06
605,Kupang,-10.1667,123.5833,85.19,66,86,9.78,overcast clouds,ID,2022-05-02 01:09:06
606,Talara,-4.5772,-81.2719,66.96,89,45,12.35,scattered clouds,PE,2022-05-02 01:09:07
607,Yeppoon,-23.1333,150.7333,78.58,76,82,16.44,broken clouds,AU,2022-05-02 01:09:07
608,Koslan,63.4564,48.8989,24.62,90,73,5.5,broken clouds,RU,2022-05-02 01:09:08
609,Rancho Palos Verdes,33.7445,-118.387,71.65,78,20,16.11,few clouds,US,2022-05-02 01:07:11
610,Bubaque,11.2833,-15.8333,77.58,71,100,10.94,overcast clouds,GW,2022-05-02 01:09:09
611,Isangel,-19.55,169.2667,81.09,84,100,9.51,overcast clouds,VU,2022-05-02 01:07:47
612,Podyuga,61.095,40.8647,28.42,95,100,3.87,overcast clouds,RU,2022-05-02 01:09:09
613,Saint-Augustin,51.226,-58.6502,33.48,81,100,19.77,snow,CA,2022-05-02 01:09:10
614,Hami,42.8,93.45,66.78,10,18,6.62,few clouds,CN,2022-05-02 01:09:10
615,Itaituba,-4.2761,-55.9836,74.28,98,100,1.01,light rain,BR,2022-05-02 01:09:11
616,Novaya Ladoga,60.1025,32.3019,36.14,89,83,9.13,broken clouds,RU,2022-05-02 01:09:12
617,Khudumelapye,-23.8833,24.75,60.06,62,0,5.55,clear sky,BW,2022-05-02 01:09:12
618,Foumbot,5.5079,10.6356,65.88,97,100,3.31,light rain,CM,2022-05-02 01:09:13
619,Petropavlovsk-Kamchatskiy,53.0452,158.6483,43.39,49,0,17.9,clear sky,RU,2022-05-02 01:05:39
620,Klyuchi,52.2667,79.1667,63.5,76,85,8.41,overcast clouds,RU,2022-05-02 01:09:14
621,Nalhati,24.3,87.8167,82.18,61,28,8.93,scattered clouds,IN,2022-05-02 01:09:14
622,Igrim,63.1906,64.4162,27.36,96,100,4.65,overcast clouds,RU,2022-05-02 01:09:15
623,Kandi,11.1342,2.9386,84.04,48,100,6.11,overcast clouds,BJ,2022-05-02 01:09:15
624,Miri,4.4148,114.0089,82.47,74,67,3.51,broken clouds,MY,2022-05-02 01:09:16
625,Kirovsk,48.6375,38.6428,39.83,64,10,4.74,clear sky,UA,2022-05-02 01:09:17
626,Mutoko,-17.397,32.2268,52.77,87,0,3.65,clear sky,ZW,2022-05-02 01:09:17
627,Salamiyah,35.0113,37.0532,56.75,88,0,9.13,clear sky,SY,2022-05-02 01:09:18
628,Castro Marim,37.2207,-7.4435,58.37,76,0,16.73,clear sky,PT,2022-05-02 01:09:18
629,Angoram,-4.0625,144.0661,81.23,81,88,1.57,overcast clouds,PG,2022-05-02 01:09:19
630,Tessalit,20.1986,1.0114,74.53,17,0,8.77,clear sky,ML,2022-05-02 01:09:20
631,Grindavik,63.8424,-22.4338,37.87,87,0,5.75,clear sky,IS,2022-05-02 01:09:21
632,Ous,60.9058,61.5186,26.17,84,10,6.2,clear sky,RU,2022-05-02 01:09:22
633,Nikolayevka,53.1257,47.2041,34.63,62,9,3.42,clear sky,RU,2022-05-02 01:09:22
634,Maldonado,-34.6667,-54.9167,56.59,64,93,11.77,overcast clouds,UY,2022-05-02 01:08:26
635,Hoquiam,46.9809,-123.8893,62.46,73,40,9.22,scattered clouds,US,2022-05-02 01:09:23
636,Salalah,17.0151,54.0924,84.29,84,75,4.61,broken clouds,OM,2022-05-02 01:09:24
637,Oparino,59.8518,48.2783,26.19,97,87,4.45,light snow,RU,2022-05-02 01:09:24
638,Vila Franca Do Campo,37.7167,-25.4333,66.2,92,23,3.02,few clouds,PT,2022-05-02 01:09:25
639,Vila,42.0304,-8.1588,45.48,89,76,2.35,broken clouds,PT,2022-05-02 01:09:25
640,Norsup,-16.0667,167.3833,84.51,67,100,1.77,overcast clouds,VU,2022-05-02 01:09:26
641,Tura,25.5198,90.2201,72.46,90,47,5.14,scattered clouds,IN,2022-05-02 01:09:26
642,Robertson,36.5167,-86.8667,73.38,64,0,4.61,clear sky,US,2022-05-02 01:09:27
643,Jaciara,-15.9653,-54.9683,72.45,55,8,1.52,clear sky,BR,2022-05-02 01:09:28
644,Sistranda,63.7256,8.834,42.76,87,100,46.6,overcast clouds,NO,2022-05-02 01:09:28
645,Balotra,25.8333,72.2333,82.29,56,4,16.46,clear sky,IN,2022-05-02 01:10:29
646,Faya,18.3851,42.4509,63.12,55,100,2.04,overcast clouds,SA,2022-05-02 01:10:29
647,Apiai,-24.5094,-48.8425,62.44,88,93,3.0,overcast clouds,BR,2022-05-02 01:10:30
648,Tamandare,-8.7597,-35.1047,77.0,87,19,5.64,few clouds,BR,2022-05-02 01:10:30
649,Pahrump,36.2083,-115.9839,77.25,10,0,18.99,clear sky,US,2022-05-02 01:10:31
650,Imeni Poliny Osipenko,52.4201,136.4853,38.57,73,17,1.16,few clouds,RU,2022-05-02 01:10:32
651,Okakarara,-20.5833,17.4333,59.45,53,3,4.23,clear sky,NA,2022-05-02 01:10:32
652,Santa Maria,-29.6842,-53.8069,58.95,96,98,4.56,overcast clouds,BR,2022-05-02 01:10:33
653,Srednekolymsk,67.45,153.6833,33.82,100,100,3.02,overcast clouds,RU,2022-05-02 01:10:33
654,Soe,-9.8607,124.284,77.61,61,35,7.56,scattered clouds,ID,2022-05-02 01:10:34
655,Santa Lucia,27.9117,-15.5407,57.76,72,20,20.71,few clouds,ES,2022-05-02 01:10:35
656,Havre,49.5833,0.3333,48.6,93,100,9.22,light rain,FR,2022-05-02 01:10:35
657,Bengkulu,-3.8004,102.2655,78.94,81,99,3.85,overcast clouds,ID,2022-05-02 01:10:36
658,Mwense,-10.3845,28.698,67.14,66,88,7.87,overcast clouds,ZM,2022-05-02 01:10:36
659,Palmas,-10.2128,-48.3603,75.07,88,0,6.91,clear sky,BR,2022-05-02 01:10:37
660,Salisbury,51.0693,-1.7957,49.41,98,75,4.61,mist,GB,2022-05-02 01:05:44
661,Kaseda,31.4167,130.3167,62.53,50,100,11.32,overcast clouds,JP,2022-05-02 01:10:37
662,Santa Cruz,-17.8,-63.1667,74.66,83,20,5.75,few clouds,BO,2022-05-02 01:08:33
663,Maiduguri,11.8464,13.1603,91.29,25,76,7.67,broken clouds,NG,2022-05-02 01:10:38
664,Matara,5.9485,80.5353,79.2,89,95,10.31,overcast clouds,LK,2022-05-02 01:10:38
665,Riberalta,-10.9833,-66.1,79.12,70,75,2.98,broken clouds,BO,2022-05-02 01:10:39
666,Pavlohrad,48.5167,35.8667,44.2,75,65,5.46,broken clouds,UA,2022-05-02 01:10:40
667,Grafton,42.207,-71.6856,55.92,52,100,1.99,overcast clouds,US,2022-05-02 01:10:40
668,Tomatlan,19.9333,-105.25,79.3,51,1,5.57,clear sky,MX,2022-05-02 01:10:41
669,Kloulklubed,7.0419,134.2556,79.3,76,97,14.72,light rain,PW,2022-05-02 01:10:41
670,Kedrovyy,56.1667,91.8167,43.21,80,100,6.17,overcast clouds,RU,2022-05-02 01:10:42
671,Garowe,8.4054,48.4845,80.6,63,27,11.18,light rain,SO,2022-05-02 01:10:42
672,San Quintin,30.4833,-115.95,61.97,72,0,14.99,clear sky,MX,2022-05-02 01:07:12
673,Te Anau,-45.4167,167.7167,59.95,62,10,5.46,clear sky,NZ,2022-05-02 01:10:43
